year_id,team_id,games,ws_win,wins,team_name
1914,BUF,155,NA,80,Buffalo Buffeds
1914,CHA,157,N,70,Chicago White Sox
1914,CHF,157,NA,87,Chicago Chi-Feds
1914,CHN,156,N,78,Chicago Cubs
1914,CIN,157,N,60,Cincinnati Reds
1914,CLE,157,N,51,Cleveland Naps
1914,DET,157,N,80,Detroit Tigers
1914,IND,157,NA,88,Indianapolis Hoosiers
1914,KCF,154,NA,67,Kansas City Packers
1914,NY1,156,N,84,New York Giants
1914,NYA,157,N,70,New York Yankees
1914,PHA,158,N,99,Philadelphia Athletics
1914,PHI,154,N,74,Philadelphia Phillies
1914,PIT,158,N,69,Pittsburgh Pirates
1914,PTF,154,NA,64,Pittsburgh Rebels
1914,SLA,159,N,71,St. Louis Browns
1914,SLF,154,NA,62,St. Louis Terriers
1914,SLN,157,N,81,St. Louis Cardinals
1914,WS1,158,N,81,Washington Senators
1915,BLF,154,NA,47,Baltimore Terrapins
1915,BOS,155,Y,101,Boston Red Sox
1915,BRF,153,NA,70,Brooklyn Tip-Tops
1915,BRO,154,N,80,Brooklyn Robins
1915,BSN,157,N,83,Boston Braves
1915,BUF,153,NA,74,Buffalo Blues
1915,CHA,155,N,93,Chicago White Sox
1915,CHF,155,NA,86,Chicago Whales
1915,CHN,156,N,73,Chicago Cubs
1915,CIN,160,N,71,Cincinnati Reds
1915,CLE,154,N,57,Cleveland Indians
1915,DET,156,N,100,Detroit Tigers
1915,KCF,153,NA,81,Kansas City Packers
1915,NEW,155,NA,80,Newark Pepper
1915,NY1,155,N,69,New York Giants
1915,NYA,154,N,69,New York Yankees
1915,PHA,154,N,43,Philadelphia Athletics
1915,PHI,153,N,90,Philadelphia Phillies
1915,PIT,156,N,73,Pittsburgh Pirates
1915,PTF,156,NA,86,Pittsburgh Rebels
1915,SLA,159,N,63,St. Louis Browns
1915,SLF,159,NA,87,St. Louis Terriers
1915,SLN,157,N,72,St. Louis Cardinals
1915,WS1,155,N,85,Washington Senators
1916,BOS,156,Y,91,Boston Red Sox
1916,BRO,156,N,94,Brooklyn Robins
1916,BSN,158,N,89,Boston Braves
1916,CHA,155,N,89,Chicago White Sox
1916,CHN,156,N,67,Chicago Cubs
1916,CIN,155,N,60,Cincinnati Reds
1916,CLE,157,N,77,Cleveland Indians
1916,DET,155,N,87,Detroit Tigers
1916,NY1,155,N,86,New York Giants
1916,NYA,156,N,80,New York Yankees
1916,PHA,154,N,36,Philadelphia Athletics
1916,PHI,154,N,91,Philadelphia Phillies
1916,PIT,157,N,65,Pittsburgh Pirates
1916,SLA,158,N,79,St. Louis Browns
1916,SLN,153,N,60,St. Louis Cardinals
1916,WS1,159,N,76,Washington Senators
1917,BOS,157,N,90,Boston Red Sox
1917,BRO,156,N,70,Brooklyn Robins
1917,BSN,157,N,72,Boston Braves
1917,CHA,156,Y,100,Chicago White Sox
1917,CHN,157,N,74,Chicago Cubs
1917,CIN,157,N,78,Cincinnati Reds
1917,CLE,156,N,88,Cleveland Indians
1917,DET,154,N,78,Detroit Tigers
1917,NY1,158,N,98,New York Giants
1917,NYA,155,N,71,New York Yankees
1917,PHA,154,N,55,Philadelphia Athletics
1917,PHI,154,N,87,Philadelphia Phillies
1917,PIT,157,N,51,Pittsburgh Pirates
1917,SLA,155,N,57,St. Louis Browns
1917,SLN,154,N,82,St. Louis Cardinals
1917,WS1,157,N,74,Washington Senators
1918,BOS,126,Y,75,Boston Red Sox
1918,BRO,126,N,57,Brooklyn Robins
1918,BSN,124,N,53,Boston Braves
1918,CHA,124,N,57,Chicago White Sox
1918,CHN,131,N,84,Chicago Cubs
1918,CIN,129,N,68,Cincinnati Reds
1918,CLE,129,N,73,Cleveland Indians
1918,DET,128,N,55,Detroit Tigers
1918,NY1,124,N,71,New York Giants
1918,NYA,126,N,60,New York Yankees
1918,PHA,130,N,52,Philadelphia Athletics
1918,PHI,125,N,55,Philadelphia Phillies
1918,PIT,126,N,65,Pittsburgh Pirates
1918,SLA,123,N,58,St. Louis Browns
1918,SLN,131,N,51,St. Louis Cardinals
1918,WS1,130,N,72,Washington Senators
1919,BOS,138,N,66,Boston Red Sox
1919,BRO,141,N,69,Brooklyn Robins
1919,BSN,140,N,57,Boston Braves
1919,CHA,140,N,88,Chicago White Sox
1919,CHN,140,N,75,Chicago Cubs
1919,CIN,140,Y,96,Cincinnati Reds
1919,CLE,139,N,84,Cleveland Indians
1919,DET,140,N,80,Detroit Tigers
1919,NY1,140,N,87,New York Giants
1919,NYA,141,N,80,New York Yankees
1919,PHA,140,N,36,Philadelphia Athletics
1919,PHI,138,N,47,Philadelphia Phillies
1919,PIT,139,N,71,Pittsburgh Pirates
1919,SLA,140,N,67,St. Louis Browns
1919,SLN,138,N,54,St. Louis Cardinals
1919,WS1,142,N,56,Washington Senators
1920,BOS,154,N,72,Boston Red Sox
1920,BRO,155,N,93,Brooklyn Robins
1920,BSN,153,N,62,Boston Braves
1920,CHA,154,N,96,Chicago White Sox
1920,CHN,154,N,75,Chicago Cubs
1920,CIN,154,N,82,Cincinnati Reds
1920,CLE,154,Y,98,Cleveland Indians
1920,DET,155,N,61,Detroit Tigers
1920,NY1,155,N,86,New York Giants
1920,NYA,154,N,95,New York Yankees
1920,PHA,156,N,48,Philadelphia Athletics
1920,PHI,153,N,62,Philadelphia Phillies
1920,PIT,155,N,79,Pittsburgh Pirates
1920,SLA,154,N,76,St. Louis Browns
1920,SLN,155,N,75,St. Louis Cardinals
1920,WS1,153,N,68,Washington Senators
1921,BOS,154,N,75,Boston Red Sox
1921,BRO,152,N,77,Brooklyn Robins
1921,BSN,153,N,79,Boston Braves
1921,CHA,154,N,62,Chicago White Sox
1921,CHN,153,N,64,Chicago Cubs
1921,CIN,153,N,70,Cincinnati Reds
1921,CLE,154,N,94,Cleveland Indians
1921,DET,154,N,71,Detroit Tigers
1921,NY1,153,Y,94,New York Giants
1921,NYA,153,N,98,New York Yankees
1921,PHA,155,N,53,Philadelphia Athletics
1921,PHI,154,N,51,Philadelphia Phillies
1921,PIT,154,N,90,Pittsburgh Pirates
1921,SLA,154,N,81,St. Louis Browns
1921,SLN,154,N,87,St. Louis Cardinals
1921,WS1,154,N,80,Washington Senators
1922,BOS,154,N,61,Boston Red Sox
1922,BRO,155,N,76,Brooklyn Robins
1922,BSN,154,N,53,Boston Braves
1922,CHA,155,N,77,Chicago White Sox
1922,CHN,156,N,80,Chicago Cubs
1922,CIN,156,N,86,Cincinnati Reds
1922,CLE,155,N,78,Cleveland Indians
1922,DET,155,N,79,Detroit Tigers
1922,NY1,156,Y,93,New York Giants
1922,NYA,154,N,94,New York Yankees
1922,PHA,155,N,65,Philadelphia Athletics
1922,PHI,154,N,57,Philadelphia Phillies
1922,PIT,155,N,85,Pittsburgh Pirates
1922,SLA,154,N,93,St. Louis Browns
1922,SLN,154,N,85,St. Louis Cardinals
1922,WS1,154,N,69,Washington Senators
1923,BOS,154,N,61,Boston Red Sox
1923,BRO,155,N,76,Brooklyn Robins
1923,BSN,155,N,54,Boston Braves
1923,CHA,156,N,69,Chicago White Sox
1923,CHN,154,N,83,Chicago Cubs
1923,CIN,154,N,91,Cincinnati Reds
1923,CLE,153,N,82,Cleveland Indians
1923,DET,155,N,83,Detroit Tigers
1923,NY1,153,N,95,New York Giants
1923,NYA,152,Y,98,New York Yankees
1923,PHA,153,N,69,Philadelphia Athletics
1923,PHI,155,N,50,Philadelphia Phillies
1923,PIT,154,N,87,Pittsburgh Pirates
1923,SLA,154,N,74,St. Louis Browns
1923,SLN,154,N,79,St. Louis Cardinals
1923,WS1,155,N,75,Washington Senators
1924,BOS,157,N,67,Boston Red Sox
1924,BRO,154,N,92,Brooklyn Robins
1924,BSN,154,N,53,Boston Braves
1924,CHA,154,N,66,Chicago White Sox
1924,CHN,154,N,81,Chicago Cubs
1924,CIN,153,N,83,Cincinnati Reds
1924,CLE,153,N,67,Cleveland Indians
1924,DET,156,N,86,Detroit Tigers
1924,NY1,154,N,93,New York Giants
1924,NYA,153,N,89,New York Yankees
1924,PHA,152,N,71,Philadelphia Athletics
1924,PHI,152,N,55,Philadelphia Phillies
1924,PIT,153,N,90,Pittsburgh Pirates
1924,SLA,153,N,74,St. Louis Browns
1924,SLN,154,N,65,St. Louis Cardinals
1924,WS1,156,Y,92,Washington Senators
1925,BOS,152,N,47,Boston Red Sox
1925,BRO,153,N,68,Brooklyn Robins
1925,BSN,153,N,70,Boston Braves
1925,CHA,154,N,79,Chicago White Sox
1925,CHN,154,N,68,Chicago Cubs
1925,CIN,153,N,80,Cincinnati Reds
1925,CLE,155,N,70,Cleveland Indians
1925,DET,156,N,81,Detroit Tigers
1925,NY1,152,N,86,New York Giants
1925,NYA,156,N,69,New York Yankees
1925,PHA,153,N,88,Philadelphia Athletics
1925,PHI,153,N,68,Philadelphia Phillies
1925,PIT,153,Y,95,Pittsburgh Pirates
1925,SLA,154,N,82,St. Louis Browns
1925,SLN,153,N,77,St. Louis Cardinals
1925,WS1,152,N,96,Washington Senators
1926,BOS,154,N,46,Boston Red Sox
1926,BRO,155,N,71,Brooklyn Robins
1926,BSN,153,N,66,Boston Braves
1926,CHA,155,N,81,Chicago White Sox
1926,CHN,155,N,82,Chicago Cubs
1926,CIN,157,N,87,Cincinnati Reds
1926,CLE,154,N,88,Cleveland Indians
1926,DET,157,N,79,Detroit Tigers
1926,NY1,151,N,74,New York Giants
1926,NYA,155,N,91,New York Yankees
1926,PHA,150,N,83,Philadelphia Athletics
1926,PHI,152,N,58,Philadelphia Phillies
1926,PIT,157,N,84,Pittsburgh Pirates
1926,SLA,155,N,62,St. Louis Browns
1926,SLN,156,Y,89,St. Louis Cardinals
1926,WS1,152,N,81,Washington Senators
1927,BOS,154,N,51,Boston Red Sox
1927,BRO,154,N,65,Brooklyn Robins
1927,BSN,155,N,60,Boston Braves
1927,CHA,153,N,70,Chicago White Sox
1927,CHN,153,N,85,Chicago Cubs
1927,CIN,153,N,75,Cincinnati Reds
1927,CLE,153,N,66,Cleveland Indians
1927,DET,156,N,82,Detroit Tigers
1927,NY1,155,N,92,New York Giants
1927,NYA,155,Y,110,New York Yankees
1927,PHA,155,N,91,Philadelphia Athletics
1927,PHI,155,N,51,Philadelphia Phillies
1927,PIT,156,N,94,Pittsburgh Pirates
1927,SLA,155,N,59,St. Louis Browns
1927,SLN,153,N,92,St. Louis Cardinals
1927,WS1,157,N,85,Washington Senators
1928,BOS,154,N,57,Boston Red Sox
1928,BRO,155,N,77,Brooklyn Robins
1928,BSN,153,N,50,Boston Braves
1928,CHA,155,N,72,Chicago White Sox
1928,CHN,154,N,91,Chicago Cubs
1928,CIN,153,N,78,Cincinnati Reds
1928,CLE,155,N,62,Cleveland Indians
1928,DET,154,N,68,Detroit Tigers
1928,NY1,155,N,93,New York Giants
1928,NYA,154,Y,101,New York Yankees
1928,PHA,153,N,98,Philadelphia Athletics
1928,PHI,152,N,43,Philadelphia Phillies
1928,PIT,152,N,85,Pittsburgh Pirates
1928,SLA,154,N,82,St. Louis Browns
1928,SLN,154,N,95,St. Louis Cardinals
1928,WS1,155,N,75,Washington Senators
1929,BOS,155,N,58,Boston Red Sox
1929,BRO,153,N,70,Brooklyn Robins
1929,BSN,154,N,56,Boston Braves
1929,CHA,152,N,59,Chicago White Sox
1929,CHN,156,N,98,Chicago Cubs
1929,CIN,155,N,66,Cincinnati Reds
1929,CLE,152,N,81,Cleveland Indians
1929,DET,155,N,70,Detroit Tigers
1929,NY1,152,N,84,New York Giants
1929,NYA,154,N,88,New York Yankees
1929,PHA,151,Y,104,Philadelphia Athletics
1929,PHI,154,N,71,Philadelphia Phillies
1929,PIT,154,N,88,Pittsburgh Pirates
1929,SLA,154,N,79,St. Louis Browns
1929,SLN,154,N,78,St. Louis Cardinals
1929,WS1,153,N,71,Washington Senators
1930,BOS,154,N,52,Boston Red Sox
1930,BRO,154,N,86,Brooklyn Robins
1930,BSN,154,N,70,Boston Braves
1930,CHA,154,N,62,Chicago White Sox
1930,CHN,156,N,90,Chicago Cubs
1930,CIN,154,N,59,Cincinnati Reds
1930,CLE,154,N,81,Cleveland Indians
1930,DET,154,N,75,Detroit Tigers
1930,NY1,154,N,87,New York Giants
1930,NYA,154,N,86,New York Yankees
1930,PHA,154,Y,102,Philadelphia Athletics
1930,PHI,156,N,52,Philadelphia Phillies
1930,PIT,154,N,80,Pittsburgh Pirates
1930,SLA,154,N,64,St. Louis Browns
1930,SLN,154,N,92,St. Louis Cardinals
1930,WS1,154,N,94,Washington Senators
1931,BOS,153,N,62,Boston Red Sox
1931,BRO,153,N,79,Brooklyn Robins
1931,BSN,156,N,64,Boston Braves
1931,CHA,156,N,56,Chicago White Sox
1931,CHN,156,N,84,Chicago Cubs
1931,CIN,154,N,58,Cincinnati Reds
1931,CLE,155,N,78,Cleveland Indians
1931,DET,154,N,61,Detroit Tigers
1931,NY1,153,N,87,New York Giants
1931,NYA,155,N,94,New York Yankees
1931,PHA,153,N,107,Philadelphia Athletics
1931,PHI,155,N,66,Philadelphia Phillies
1931,PIT,155,N,75,Pittsburgh Pirates
1931,SLA,154,N,63,St. Louis Browns
1931,SLN,154,Y,101,St. Louis Cardinals
1931,WS1,156,N,92,Washington Senators
1932,BOS,154,N,43,Boston Red Sox
1932,BRO,154,N,81,Brooklyn Dodgers
1932,BSN,155,N,77,Boston Braves
1932,CHA,152,N,49,Chicago White Sox
1932,CHN,154,N,90,Chicago Cubs
1932,CIN,155,N,60,Cincinnati Reds
1932,CLE,153,N,87,Cleveland Indians
1932,DET,153,N,76,Detroit Tigers
1932,NY1,154,N,72,New York Giants
1932,NYA,156,Y,107,New York Yankees
1932,PHA,154,N,94,Philadelphia Athletics
1932,PHI,154,N,78,Philadelphia Phillies
1932,PIT,154,N,86,Pittsburgh Pirates
1932,SLA,154,N,63,St. Louis Browns
1932,SLN,156,N,72,St. Louis Cardinals
1932,WS1,154,N,93,Washington Senators
1933,BOS,149,N,63,Boston Red Sox
1933,BRO,157,N,65,Brooklyn Dodgers
1933,BSN,156,N,83,Boston Braves
1933,CHA,151,N,67,Chicago White Sox
1933,CHN,154,N,86,Chicago Cubs
1933,CIN,153,N,58,Cincinnati Reds
1933,CLE,151,N,75,Cleveland Indians
1933,DET,155,N,75,Detroit Tigers
1933,NY1,156,Y,91,New York Giants
1933,NYA,152,N,91,New York Yankees
1933,PHA,152,N,79,Philadelphia Athletics
1933,PHI,152,N,60,Philadelphia Phillies
1933,PIT,154,N,87,Pittsburgh Pirates
1933,SLA,153,N,55,St. Louis Browns
1933,SLN,154,N,82,St. Louis Cardinals
1933,WS1,153,N,99,Washington Senators
1934,BOS,153,N,76,Boston Red Sox
1934,BRO,153,N,71,Brooklyn Dodgers
1934,BSN,152,N,78,Boston Braves
1934,CHA,153,N,53,Chicago White Sox
1934,CHN,152,N,86,Chicago Cubs
1934,CIN,152,N,52,Cincinnati Reds
1934,CLE,154,N,85,Cleveland Indians
1934,DET,154,N,101,Detroit Tigers
1934,NY1,153,N,93,New York Giants
1934,NYA,154,N,94,New York Yankees
1934,PHA,153,N,68,Philadelphia Athletics
1934,PHI,149,N,56,Philadelphia Phillies
1934,PIT,151,N,74,Pittsburgh Pirates
1934,SLA,154,N,67,St. Louis Browns
1934,SLN,154,Y,95,St. Louis Cardinals
1934,WS1,155,N,66,Washington Senators
1935,BOS,154,N,78,Boston Red Sox
1935,BRO,154,N,70,Brooklyn Dodgers
1935,BSN,153,N,38,Boston Braves
1935,CHA,153,N,74,Chicago White Sox
1935,CHN,154,N,100,Chicago Cubs
1935,CIN,154,N,68,Cincinnati Reds
1935,CLE,156,N,82,Cleveland Indians
1935,DET,152,Y,93,Detroit Tigers
1935,NY1,156,N,91,New York Giants
1935,NYA,149,N,89,New York Yankees
1935,PHA,149,N,58,Philadelphia Athletics
1935,PHI,156,N,64,Philadelphia Phillies
1935,PIT,153,N,86,Pittsburgh Pirates
1935,SLA,155,N,65,St. Louis Browns
1935,SLN,154,N,96,St. Louis Cardinals
1935,WS1,154,N,67,Washington Senators
1936,BOS,155,N,74,Boston Red Sox
1936,BRO,156,N,67,Brooklyn Dodgers
1936,BSN,157,N,71,Boston Bees
1936,CHA,153,N,81,Chicago White Sox
1936,CHN,154,N,87,Chicago Cubs
1936,CIN,154,N,74,Cincinnati Reds
1936,CLE,157,N,80,Cleveland Indians
1936,DET,154,N,83,Detroit Tigers
1936,NY1,154,N,92,New York Giants
1936,NYA,155,Y,102,New York Yankees
1936,PHA,154,N,53,Philadelphia Athletics
1936,PHI,154,N,54,Philadelphia Phillies
1936,PIT,156,N,84,Pittsburgh Pirates
1936,SLA,155,N,57,St. Louis Browns
1936,SLN,155,N,87,St. Louis Cardinals
1936,WS1,153,N,82,Washington Senators
1937,BOS,154,N,80,Boston Red Sox
1937,BRO,155,N,62,Brooklyn Dodgers
1937,BSN,152,N,79,Boston Bees
1937,CHA,154,N,86,Chicago White Sox
1937,CHN,154,N,93,Chicago Cubs
1937,CIN,155,N,56,Cincinnati Reds
1937,CLE,156,N,83,Cleveland Indians
1937,DET,155,N,89,Detroit Tigers
1937,NY1,152,N,95,New York Giants
1937,NYA,157,Y,102,New York Yankees
1937,PHA,154,N,54,Philadelphia Athletics
1937,PHI,155,N,61,Philadelphia Phillies
1937,PIT,154,N,86,Pittsburgh Pirates
1937,SLA,156,N,46,St. Louis Browns
1937,SLN,157,N,81,St. Louis Cardinals
1937,WS1,158,N,73,Washington Senators
1938,BOS,150,N,88,Boston Red Sox
1938,BRO,151,N,69,Brooklyn Dodgers
1938,BSN,153,N,77,Boston Bees
1938,CHA,149,N,65,Chicago White Sox
1938,CHN,154,N,89,Chicago Cubs
1938,CIN,151,N,82,Cincinnati Reds
1938,CLE,153,N,86,Cleveland Indians
1938,DET,155,N,84,Detroit Tigers
1938,NY1,152,N,83,New York Giants
1938,NYA,157,Y,99,New York Yankees
1938,PHA,154,N,53,Philadelphia Athletics
1938,PHI,151,N,45,Philadelphia Phillies
1938,PIT,152,N,86,Pittsburgh Pirates
1938,SLA,156,N,55,St. Louis Browns
1938,SLN,156,N,71,St. Louis Cardinals
1938,WS1,152,N,75,Washington Senators
1939,BOS,152,N,89,Boston Red Sox
1939,BRO,157,N,84,Brooklyn Dodgers
1939,BSN,152,N,63,Boston Bees
1939,CHA,155,N,85,Chicago White Sox
1939,CHN,156,N,84,Chicago Cubs
1939,CIN,156,N,97,Cincinnati Reds
1939,CLE,154,N,87,Cleveland Indians
1939,DET,155,N,81,Detroit Tigers
1939,NY1,151,N,77,New York Giants
1939,NYA,152,Y,106,New York Yankees
1939,PHA,153,N,55,Philadelphia Athletics
1939,PHI,152,N,45,Philadelphia Phillies
1939,PIT,153,N,68,Pittsburgh Pirates
1939,SLA,156,N,43,St. Louis Browns
1939,SLN,155,N,92,St. Louis Cardinals
1939,WS1,153,N,65,Washington Senators
1940,BOS,154,N,82,Boston Red Sox
1940,BRO,156,N,88,Brooklyn Dodgers
1940,BSN,152,N,65,Boston Bees
1940,CHA,155,N,82,Chicago White Sox
1940,CHN,154,N,75,Chicago Cubs
1940,CIN,155,Y,100,Cincinnati Reds
1940,CLE,155,N,89,Cleveland Indians
1940,DET,155,N,90,Detroit Tigers
1940,NY1,152,N,72,New York Giants
1940,NYA,155,N,88,New York Yankees
1940,PHA,154,N,54,Philadelphia Athletics
1940,PHI,153,N,50,Philadelphia Phillies
1940,PIT,156,N,78,Pittsburgh Pirates
1940,SLA,156,N,67,St. Louis Browns
1940,SLN,156,N,84,St. Louis Cardinals
1940,WS1,154,N,64,Washington Senators
1941,BOS,155,N,84,Boston Red Sox
1941,BRO,157,N,100,Brooklyn Dodgers
1941,BSN,156,N,62,Boston Braves
1941,CHA,156,N,77,Chicago White Sox
1941,CHN,155,N,70,Chicago Cubs
1941,CIN,154,N,88,Cincinnati Reds
1941,CLE,155,N,75,Cleveland Indians
1941,DET,155,N,75,Detroit Tigers
1941,NY1,156,N,74,New York Giants
1941,NYA,156,Y,101,New York Yankees
1941,PHA,154,N,64,Philadelphia Athletics
1941,PHI,155,N,43,Philadelphia Phillies
1941,PIT,156,N,81,Pittsburgh Pirates
1941,SLA,157,N,70,St. Louis Browns
1941,SLN,155,N,97,St. Louis Cardinals
1941,WS1,156,N,70,Washington Senators
1942,BOS,152,N,93,Boston Red Sox
1942,BRO,155,N,104,Brooklyn Dodgers
1942,BSN,150,N,59,Boston Braves
1942,CHA,148,N,66,Chicago White Sox
1942,CHN,155,N,68,Chicago Cubs
1942,CIN,154,N,76,Cincinnati Reds
1942,CLE,156,N,75,Cleveland Indians
1942,DET,156,N,73,Detroit Tigers
1942,NY1,154,N,85,New York Giants
1942,NYA,154,N,103,New York Yankees
1942,PHA,154,N,55,Philadelphia Athletics
1942,PHI,151,N,42,Philadelphia Phillies
1942,PIT,151,N,66,Pittsburgh Pirates
1942,SLA,151,N,82,St. Louis Browns
1942,SLN,156,Y,106,St. Louis Cardinals
1942,WS1,151,N,62,Washington Senators
1943,BOS,155,N,68,Boston Red Sox
1943,BRO,153,N,81,Brooklyn Dodgers
1943,BSN,153,N,68,Boston Braves
1943,CHA,155,N,82,Chicago White Sox
1943,CHN,154,N,74,Chicago Cubs
1943,CIN,155,N,87,Cincinnati Reds
1943,CLE,153,N,82,Cleveland Indians
1943,DET,155,N,78,Detroit Tigers
1943,NY1,156,N,55,New York Giants
1943,NYA,155,Y,98,New York Yankees
1943,PHA,155,N,49,Philadelphia Athletics
1943,PHI,157,N,64,Philadelphia Blue Jays
1943,PIT,157,N,80,Pittsburgh Pirates
1943,SLA,153,N,72,St. Louis Browns
1943,SLN,157,N,105,St. Louis Cardinals
1943,WS1,153,N,84,Washington Senators
1944,BOS,156,N,77,Boston Red Sox
1944,BRO,155,N,63,Brooklyn Dodgers
1944,BSN,155,N,65,Boston Braves
1944,CHA,154,N,71,Chicago White Sox
1944,CHN,157,N,75,Chicago Cubs
1944,CIN,155,N,89,Cincinnati Reds
1944,CLE,155,N,72,Cleveland Indians
1944,DET,156,N,88,Detroit Tigers
1944,NY1,155,N,67,New York Giants
1944,NYA,154,N,83,New York Yankees
1944,PHA,155,N,72,Philadelphia Athletics
1944,PHI,154,N,61,Philadelphia Blue Jays
1944,PIT,158,N,90,Pittsburgh Pirates
1944,SLA,154,N,89,St. Louis Browns
1944,SLN,157,Y,105,St. Louis Cardinals
1944,WS1,154,N,64,Washington Senators
1945,BOS,157,N,71,Boston Red Sox
1945,BRO,155,N,87,Brooklyn Dodgers
1945,BSN,154,N,67,Boston Braves
1945,CHA,150,N,71,Chicago White Sox
1945,CHN,155,N,98,Chicago Cubs
1945,CIN,154,N,61,Cincinnati Reds
1945,CLE,147,N,73,Cleveland Indians
1945,DET,155,Y,88,Detroit Tigers
1945,NY1,154,N,78,New York Giants
1945,NYA,152,N,81,New York Yankees
1945,PHA,153,N,52,Philadelphia Athletics
1945,PHI,154,N,46,Philadelphia Phillies
1945,PIT,155,N,82,Pittsburgh Pirates
1945,SLA,154,N,81,St. Louis Browns
1945,SLN,155,N,95,St. Louis Cardinals
1945,WS1,156,N,87,Washington Senators
1946,BOS,156,N,104,Boston Red Sox
1946,BRO,157,N,96,Brooklyn Dodgers
1946,BSN,154,N,81,Boston Braves
1946,CHA,155,N,74,Chicago White Sox
1946,CHN,155,N,82,Chicago Cubs
1946,CIN,156,N,67,Cincinnati Reds
1946,CLE,156,N,68,Cleveland Indians
1946,DET,155,N,92,Detroit Tigers
1946,NY1,154,N,61,New York Giants
1946,NYA,154,N,87,New York Yankees
1946,PHA,155,N,49,Philadelphia Athletics
1946,PHI,155,N,69,Philadelphia Phillies
1946,PIT,155,N,63,Pittsburgh Pirates
1946,SLA,156,N,66,St. Louis Browns
1946,SLN,156,Y,98,St. Louis Cardinals
1946,WS1,155,N,76,Washington Senators
1947,BOS,157,N,83,Boston Red Sox
1947,BRO,155,N,94,Brooklyn Dodgers
1947,BSN,154,N,86,Boston Braves
1947,CHA,155,N,70,Chicago White Sox
1947,CHN,155,N,69,Chicago Cubs
1947,CIN,154,N,73,Cincinnati Reds
1947,CLE,157,N,80,Cleveland Indians
1947,DET,158,N,85,Detroit Tigers
1947,NY1,155,N,81,New York Giants
1947,NYA,155,Y,97,New York Yankees
1947,PHA,156,N,78,Philadelphia Athletics
1947,PHI,155,N,62,Philadelphia Phillies
1947,PIT,156,N,62,Pittsburgh Pirates
1947,SLA,154,N,59,St. Louis Browns
1947,SLN,156,N,89,St. Louis Cardinals
1947,WS1,154,N,64,Washington Senators
1948,BOS,155,N,96,Boston Red Sox
1948,BRO,155,N,84,Brooklyn Dodgers
1948,BSN,154,N,91,Boston Braves
1948,CHA,154,N,51,Chicago White Sox
1948,CHN,155,N,64,Chicago Cubs
1948,CIN,153,N,64,Cincinnati Reds
1948,CLE,156,Y,97,Cleveland Indians
1948,DET,154,N,78,Detroit Tigers
1948,NY1,155,N,78,New York Giants
1948,NYA,154,N,94,New York Yankees
1948,PHA,154,N,84,Philadelphia Athletics
1948,PHI,155,N,66,Philadelphia Phillies
1948,PIT,156,N,83,Pittsburgh Pirates
1948,SLA,155,N,59,St. Louis Browns
1948,SLN,155,N,85,St. Louis Cardinals
1948,WS1,154,N,56,Washington Senators
1949,BOS,155,N,96,Boston Red Sox
1949,BRO,156,N,97,Brooklyn Dodgers
1949,BSN,157,N,75,Boston Braves
1949,CHA,154,N,63,Chicago White Sox
1949,CHN,154,N,61,Chicago Cubs
1949,CIN,156,N,62,Cincinnati Reds
1949,CLE,154,N,89,Cleveland Indians
1949,DET,155,N,87,Detroit Tigers
1949,NY1,156,N,73,New York Giants
1949,NYA,155,Y,97,New York Yankees
1949,PHA,154,N,81,Philadelphia Athletics
1949,PHI,154,N,81,Philadelphia Phillies
1949,PIT,154,N,71,Pittsburgh Pirates
1949,SLA,155,N,53,St. Louis Browns
1949,SLN,157,N,96,St. Louis Cardinals
1949,WS1,154,N,50,Washington Senators
1950,BOS,154,N,94,Boston Red Sox
1950,BRO,155,N,89,Brooklyn Dodgers
1950,BSN,156,N,83,Boston Braves
1950,CHA,156,N,60,Chicago White Sox
1950,CHN,154,N,64,Chicago Cubs
1950,CIN,153,N,66,Cincinnati Reds
1950,CLE,155,N,92,Cleveland Indians
1950,DET,157,N,95,Detroit Tigers
1950,NY1,154,N,86,New York Giants
1950,NYA,155,Y,98,New York Yankees
1950,PHA,154,N,52,Philadelphia Athletics
1950,PHI,157,N,91,Philadelphia Phillies
1950,PIT,154,N,57,Pittsburgh Pirates
1950,SLA,154,N,58,St. Louis Browns
1950,SLN,153,N,78,St. Louis Cardinals
1950,WS1,155,N,67,Washington Senators
1951,BOS,154,N,87,Boston Red Sox
1951,BRO,158,N,97,Brooklyn Dodgers
1951,BSN,155,N,76,Boston Braves
1951,CHA,155,N,81,Chicago White Sox
1951,CHN,155,N,62,Chicago Cubs
1951,CIN,155,N,68,Cincinnati Reds
1951,CLE,155,N,93,Cleveland Indians
1951,DET,154,N,73,Detroit Tigers
1951,NY1,157,N,98,New York Giants
1951,NYA,154,Y,98,New York Yankees
1951,PHA,154,N,70,Philadelphia Athletics
1951,PHI,154,N,73,Philadelphia Phillies
1951,PIT,155,N,64,Pittsburgh Pirates
1951,SLA,154,N,52,St. Louis Browns
1951,SLN,155,N,81,St. Louis Cardinals
1951,WS1,154,N,62,Washington Senators
1952,BOS,154,N,76,Boston Red Sox
1952,BRO,155,N,96,Brooklyn Dodgers
1952,BSN,155,N,64,Boston Braves
1952,CHA,156,N,81,Chicago White Sox
1952,CHN,155,N,77,Chicago Cubs
1952,CIN,154,N,69,Cincinnati Reds
1952,CLE,155,N,93,Cleveland Indians
1952,DET,156,N,50,Detroit Tigers
1952,NY1,154,N,92,New York Giants
