year_id,team_id,games,ws_win,wins,team_name
1952,NYA,154,Y,95,New York Yankees
1952,PHA,155,N,79,Philadelphia Athletics
1952,PHI,154,N,87,Philadelphia Phillies
1952,PIT,155,N,42,Pittsburgh Pirates
1952,SLA,155,N,64,St. Louis Browns
1952,SLN,154,N,88,St. Louis Cardinals
1952,WS1,157,N,78,Washington Senators
1953,BOS,153,N,84,Boston Red Sox
1953,BRO,155,N,105,Brooklyn Dodgers
1953,CHA,156,N,89,Chicago White Sox
1953,CHN,155,N,65,Chicago Cubs
1953,CIN,155,N,68,Cincinnati Reds
1953,CLE,155,N,92,Cleveland Indians
1953,DET,158,N,60,Detroit Tigers
1953,ML1,157,N,92,Milwaukee Braves
1953,NY1,155,N,70,New York Giants
1953,NYA,151,Y,99,New York Yankees
1953,PHA,157,N,59,Philadelphia Athletics
1953,PHI,156,N,83,Philadelphia Phillies
1953,PIT,154,N,50,Pittsburgh Pirates
1953,SLA,154,N,54,St. Louis Browns
1953,SLN,157,N,83,St. Louis Cardinals
1953,WS1,152,N,76,Washington Senators
1954,BAL,154,N,54,Baltimore Orioles
1954,BOS,156,N,69,Boston Red Sox
1954,BRO,154,N,92,Brooklyn Dodgers
1954,CHA,155,N,94,Chicago White Sox
1954,CHN,154,N,64,Chicago Cubs
1954,CIN,154,N,74,Cincinnati Redlegs
1954,CLE,156,N,111,Cleveland Indians
1954,DET,155,N,68,Detroit Tigers
1954,ML1,154,N,89,Milwaukee Braves
1954,NY1,154,Y,97,New York Giants
1954,NYA,155,N,103,New York Yankees
1954,PHA,156,N,51,Philadelphia Athletics
1954,PHI,154,N,75,Philadelphia Phillies
1954,PIT,154,N,53,Pittsburgh Pirates
1954,SLN,154,N,72,St. Louis Cardinals
1954,WS1,155,N,66,Washington Senators
1955,BAL,156,N,57,Baltimore Orioles
1955,BOS,154,N,84,Boston Red Sox
1955,BRO,154,Y,98,Brooklyn Dodgers
1955,CHA,155,N,91,Chicago White Sox
1955,CHN,154,N,72,Chicago Cubs
1955,CIN,154,N,75,Cincinnati Redlegs
1955,CLE,154,N,93,Cleveland Indians
1955,DET,154,N,79,Detroit Tigers
1955,KC1,155,N,63,Kansas City Athletics
1955,ML1,154,N,85,Milwaukee Braves
1955,NY1,154,N,80,New York Giants
1955,NYA,154,N,96,New York Yankees
1955,PHI,154,N,77,Philadelphia Phillies
1955,PIT,154,N,60,Pittsburgh Pirates
1955,SLN,154,N,68,St. Louis Cardinals
1955,WS1,154,N,53,Washington Senators
1956,BAL,154,N,69,Baltimore Orioles
1956,BOS,155,N,84,Boston Red Sox
1956,BRO,154,N,93,Brooklyn Dodgers
1956,CHA,154,N,85,Chicago White Sox
1956,CHN,157,N,60,Chicago Cubs
1956,CIN,155,N,91,Cincinnati Redlegs
1956,CLE,155,N,88,Cleveland Indians
1956,DET,155,N,82,Detroit Tigers
1956,KC1,154,N,52,Kansas City Athletics
1956,ML1,155,N,92,Milwaukee Braves
1956,NY1,154,N,67,New York Giants
1956,NYA,154,Y,97,New York Yankees
1956,PHI,154,N,71,Philadelphia Phillies
1956,PIT,157,N,66,Pittsburgh Pirates
1956,SLN,156,N,76,St. Louis Cardinals
1956,WS1,155,N,59,Washington Senators
1957,BAL,154,N,76,Baltimore Orioles
1957,BOS,154,N,82,Boston Red Sox
1957,BRO,154,N,84,Brooklyn Dodgers
1957,CHA,155,N,90,Chicago White Sox
1957,CHN,156,N,62,Chicago Cubs
1957,CIN,154,N,80,Cincinnati Redlegs
1957,CLE,153,N,76,Cleveland Indians
1957,DET,154,N,78,Detroit Tigers
1957,KC1,154,N,59,Kansas City Athletics
1957,ML1,155,Y,95,Milwaukee Braves
1957,NY1,154,N,69,New York Giants
1957,NYA,154,N,98,New York Yankees
1957,PHI,156,N,77,Philadelphia Phillies
1957,PIT,155,N,62,Pittsburgh Pirates
1957,SLN,154,N,87,St. Louis Cardinals
1957,WS1,154,N,55,Washington Senators
1958,BAL,154,N,74,Baltimore Orioles
1958,BOS,155,N,79,Boston Red Sox
1958,CHA,155,N,82,Chicago White Sox
1958,CHN,154,N,72,Chicago Cubs
1958,CIN,154,N,76,Cincinnati Redlegs
1958,CLE,153,N,77,Cleveland Indians
1958,DET,154,N,77,Detroit Tigers
1958,KC1,156,N,73,Kansas City Athletics
1958,LAN,154,N,71,Los Angeles Dodgers
1958,ML1,154,N,92,Milwaukee Braves
1958,NYA,155,Y,92,New York Yankees
1958,PHI,154,N,69,Philadelphia Phillies
1958,PIT,154,N,84,Pittsburgh Pirates
1958,SFN,154,N,80,San Francisco Giants
1958,SLN,154,N,72,St. Louis Cardinals
1958,WS1,156,N,61,Washington Senators
1959,BAL,155,N,74,Baltimore Orioles
1959,BOS,154,N,75,Boston Red Sox
1959,CHA,156,N,94,Chicago White Sox
1959,CHN,155,N,74,Chicago Cubs
1959,CIN,154,N,74,Cincinnati Redlegs
1959,CLE,154,N,89,Cleveland Indians
1959,DET,154,N,76,Detroit Tigers
1959,KC1,154,N,66,Kansas City Athletics
1959,LAN,156,Y,88,Los Angeles Dodgers
1959,ML1,157,N,86,Milwaukee Braves
1959,NYA,155,N,79,New York Yankees
1959,PHI,155,N,64,Philadelphia Phillies
1959,PIT,155,N,78,Pittsburgh Pirates
1959,SFN,154,N,83,San Francisco Giants
1959,SLN,154,N,71,St. Louis Cardinals
1959,WS1,154,N,63,Washington Senators
1960,BAL,154,N,89,Baltimore Orioles
1960,BOS,154,N,65,Boston Red Sox
1960,CHA,154,N,87,Chicago White Sox
1960,CHN,156,N,60,Chicago Cubs
1960,CIN,154,N,67,Cincinnati Reds
1960,CLE,154,N,76,Cleveland Indians
1960,DET,154,N,71,Detroit Tigers
1960,KC1,155,N,58,Kansas City Athletics
1960,LAN,154,N,82,Los Angeles Dodgers
1960,ML1,154,N,88,Milwaukee Braves
1960,NYA,155,N,97,New York Yankees
1960,PHI,154,N,59,Philadelphia Phillies
1960,PIT,155,Y,95,Pittsburgh Pirates
1960,SFN,156,N,79,San Francisco Giants
1960,SLN,155,N,86,St. Louis Cardinals
1960,WS1,154,N,73,Washington Senators
1961,BAL,163,N,95,Baltimore Orioles
1961,BOS,163,N,76,Boston Red Sox
1961,CHA,163,N,86,Chicago White Sox
1961,CHN,156,N,64,Chicago Cubs
1961,CIN,154,N,93,Cincinnati Reds
1961,CLE,161,N,78,Cleveland Indians
1961,DET,163,N,101,Detroit Tigers
1961,KC1,162,N,61,Kansas City Athletics
1961,LAA,162,N,70,Los Angeles Angels
1961,LAN,154,N,89,Los Angeles Dodgers
1961,MIN,161,N,70,Minnesota Twins
1961,ML1,155,N,83,Milwaukee Braves
1961,NYA,163,Y,109,New York Yankees
1961,PHI,155,N,47,Philadelphia Phillies
1961,PIT,154,N,75,Pittsburgh Pirates
1961,SFN,155,N,85,San Francisco Giants
1961,SLN,155,N,80,St. Louis Cardinals
1961,WS2,161,N,61,Washington Senators
1962,BAL,162,N,77,Baltimore Orioles
1962,BOS,160,N,76,Boston Red Sox
1962,CHA,162,N,85,Chicago White Sox
1962,CHN,162,N,59,Chicago Cubs
1962,CIN,162,N,98,Cincinnati Reds
1962,CLE,162,N,80,Cleveland Indians
1962,DET,161,N,85,Detroit Tigers
1962,HOU,162,N,64,Houston Colt .45's
1962,KC1,162,N,72,Kansas City Athletics
1962,LAA,162,N,86,Los Angeles Angels
1962,LAN,165,N,102,Los Angeles Dodgers
1962,MIN,163,N,91,Minnesota Twins
1962,ML1,162,N,86,Milwaukee Braves
1962,NYA,162,Y,96,New York Yankees
1962,NYN,161,N,40,New York Mets
1962,PHI,161,N,81,Philadelphia Phillies
1962,PIT,161,N,93,Pittsburgh Pirates
1962,SFN,165,N,103,San Francisco Giants
1962,SLN,163,N,84,St. Louis Cardinals
1962,WS2,162,N,60,Washington Senators
1963,BAL,162,N,86,Baltimore Orioles
1963,BOS,161,N,76,Boston Red Sox
1963,CHA,162,N,94,Chicago White Sox
1963,CHN,162,N,82,Chicago Cubs
1963,CIN,162,N,86,Cincinnati Reds
1963,CLE,162,N,79,Cleveland Indians
1963,DET,162,N,79,Detroit Tigers
1963,HOU,162,N,66,Houston Colt .45's
1963,KC1,162,N,73,Kansas City Athletics
1963,LAA,161,N,70,Los Angeles Angels
1963,LAN,163,Y,99,Los Angeles Dodgers
1963,MIN,161,N,91,Minnesota Twins
1963,ML1,163,N,84,Milwaukee Braves
1963,NYA,161,N,104,New York Yankees
1963,NYN,162,N,51,New York Mets
1963,PHI,162,N,87,Philadelphia Phillies
1963,PIT,162,N,74,Pittsburgh Pirates
1963,SFN,162,N,88,San Francisco Giants
1963,SLN,162,N,93,St. Louis Cardinals
1963,WS2,162,N,56,Washington Senators
1964,BAL,163,N,97,Baltimore Orioles
1964,BOS,162,N,72,Boston Red Sox
1964,CHA,162,N,98,Chicago White Sox
1964,CHN,162,N,76,Chicago Cubs
1964,CIN,163,N,92,Cincinnati Reds
1964,CLE,164,N,79,Cleveland Indians
1964,DET,163,N,85,Detroit Tigers
1964,HOU,162,N,66,Houston Colt .45's
1964,KC1,163,N,57,Kansas City Athletics
1964,LAA,162,N,82,Los Angeles Angels
1964,LAN,164,N,80,Los Angeles Dodgers
1964,MIN,163,N,79,Minnesota Twins
1964,ML1,162,N,88,Milwaukee Braves
1964,NYA,164,N,99,New York Yankees
1964,NYN,163,N,53,New York Mets
1964,PHI,162,N,92,Philadelphia Phillies
1964,PIT,162,N,80,Pittsburgh Pirates
1964,SFN,162,N,90,San Francisco Giants
1964,SLN,162,Y,93,St. Louis Cardinals
1964,WS2,162,N,62,Washington Senators
1965,BAL,162,N,94,Baltimore Orioles
1965,BOS,162,N,62,Boston Red Sox
1965,CAL,162,N,75,California Angels
1965,CHA,162,N,95,Chicago White Sox
1965,CHN,164,N,72,Chicago Cubs
1965,CIN,162,N,89,Cincinnati Reds
1965,CLE,162,N,87,Cleveland Indians
1965,DET,162,N,89,Detroit Tigers
1965,HOU,162,N,65,Houston Astros
1965,KC1,162,N,59,Kansas City Athletics
1965,LAN,162,Y,97,Los Angeles Dodgers
1965,MIN,162,N,102,Minnesota Twins
1965,ML1,162,N,86,Milwaukee Braves
1965,NYA,162,N,77,New York Yankees
1965,NYN,164,N,50,New York Mets
1965,PHI,162,N,85,Philadelphia Phillies
1965,PIT,163,N,90,Pittsburgh Pirates
1965,SFN,163,N,95,San Francisco Giants
1965,SLN,162,N,80,St. Louis Cardinals
1965,WS2,162,N,70,Washington Senators
1966,ATL,163,N,85,Atlanta Braves
1966,BAL,160,Y,97,Baltimore Orioles
1966,BOS,162,N,72,Boston Red Sox
1966,CAL,162,N,80,California Angels
1966,CHA,163,N,83,Chicago White Sox
1966,CHN,162,N,59,Chicago Cubs
1966,CIN,160,N,76,Cincinnati Reds
1966,CLE,162,N,81,Cleveland Indians
1966,DET,162,N,88,Detroit Tigers
1966,HOU,163,N,72,Houston Astros
1966,KC1,160,N,74,Kansas City Athletics
1966,LAN,162,N,95,Los Angeles Dodgers
1966,MIN,162,N,89,Minnesota Twins
1966,NYA,160,N,70,New York Yankees
1966,NYN,161,N,66,New York Mets
1966,PHI,162,N,87,Philadelphia Phillies
1966,PIT,162,N,92,Pittsburgh Pirates
1966,SFN,161,N,93,San Francisco Giants
1966,SLN,162,N,83,St. Louis Cardinals
1966,WS2,159,N,71,Washington Senators
1967,ATL,162,N,77,Atlanta Braves
1967,BAL,161,N,76,Baltimore Orioles
1967,BOS,162,N,92,Boston Red Sox
1967,CAL,161,N,84,California Angels
1967,CHA,162,N,89,Chicago White Sox
1967,CHN,162,N,87,Chicago Cubs
1967,CIN,162,N,87,Cincinnati Reds
1967,CLE,162,N,75,Cleveland Indians
1967,DET,163,N,91,Detroit Tigers
1967,HOU,162,N,69,Houston Astros
1967,KC1,161,N,62,Kansas City Athletics
1967,LAN,162,N,73,Los Angeles Dodgers
1967,MIN,164,N,91,Minnesota Twins
1967,NYA,163,N,72,New York Yankees
1967,NYN,162,N,61,New York Mets
1967,PHI,162,N,82,Philadelphia Phillies
1967,PIT,163,N,81,Pittsburgh Pirates
1967,SFN,162,N,91,San Francisco Giants
1967,SLN,161,Y,101,St. Louis Cardinals
1967,WS2,161,N,76,Washington Senators
1968,ATL,163,N,81,Atlanta Braves
1968,BAL,162,N,91,Baltimore Orioles
1968,BOS,162,N,86,Boston Red Sox
1968,CAL,162,N,67,California Angels
1968,CHA,162,N,67,Chicago White Sox
1968,CHN,163,N,84,Chicago Cubs
1968,CIN,163,N,83,Cincinnati Reds
1968,CLE,162,N,86,Cleveland Indians
1968,DET,164,Y,103,Detroit Tigers
1968,HOU,162,N,72,Houston Astros
1968,LAN,162,N,76,Los Angeles Dodgers
1968,MIN,162,N,79,Minnesota Twins
1968,NYA,164,N,83,New York Yankees
1968,NYN,163,N,73,New York Mets
1968,OAK,163,N,82,Oakland Athletics
1968,PHI,162,N,76,Philadelphia Phillies
1968,PIT,163,N,80,Pittsburgh Pirates
1968,SFN,163,N,88,San Francisco Giants
1968,SLN,162,N,97,St. Louis Cardinals
1968,WS2,161,N,65,Washington Senators
1969,ATL,162,N,93,Atlanta Braves
1969,BAL,162,N,109,Baltimore Orioles
1969,BOS,162,N,87,Boston Red Sox
1969,CAL,163,N,71,California Angels
1969,CHA,162,N,68,Chicago White Sox
1969,CHN,163,N,92,Chicago Cubs
1969,CIN,163,N,89,Cincinnati Reds
1969,CLE,161,N,62,Cleveland Indians
1969,DET,162,N,90,Detroit Tigers
1969,HOU,162,N,81,Houston Astros
1969,KCA,163,N,69,Kansas City Royals
1969,LAN,162,N,85,Los Angeles Dodgers
1969,MIN,162,N,97,Minnesota Twins
1969,MON,162,N,52,Montreal Expos
1969,NYA,162,N,80,New York Yankees
1969,NYN,162,Y,100,New York Mets
1969,OAK,162,N,88,Oakland Athletics
1969,PHI,162,N,63,Philadelphia Phillies
1969,PIT,162,N,88,Pittsburgh Pirates
1969,SDN,162,N,52,San Diego Padres
1969,SE1,163,N,64,Seattle Pilots
1969,SFN,162,N,90,San Francisco Giants
1969,SLN,162,N,87,St. Louis Cardinals
1969,WS2,162,N,86,Washington Senators
1970,ATL,162,N,76,Atlanta Braves
1970,BAL,162,Y,108,Baltimore Orioles
1970,BOS,162,N,87,Boston Red Sox
1970,CAL,162,N,86,California Angels
1970,CHA,162,N,56,Chicago White Sox
1970,CHN,162,N,84,Chicago Cubs
1970,CIN,162,N,102,Cincinnati Reds
1970,CLE,162,N,76,Cleveland Indians
1970,DET,162,N,79,Detroit Tigers
1970,HOU,162,N,79,Houston Astros
1970,KCA,162,N,65,Kansas City Royals
1970,LAN,161,N,87,Los Angeles Dodgers
1970,MIN,162,N,98,Minnesota Twins
1970,ML4,163,N,65,Milwaukee Brewers
1970,MON,162,N,73,Montreal Expos
1970,NYA,163,N,93,New York Yankees
1970,NYN,162,N,83,New York Mets
1970,OAK,162,N,89,Oakland Athletics
1970,PHI,161,N,73,Philadelphia Phillies
1970,PIT,162,N,89,Pittsburgh Pirates
1970,SDN,162,N,63,San Diego Padres
1970,SFN,162,N,86,San Francisco Giants
1970,SLN,162,N,76,St. Louis Cardinals
1970,WS2,162,N,70,Washington Senators
1971,ATL,162,N,82,Atlanta Braves
1971,BAL,158,N,101,Baltimore Orioles
1971,BOS,162,N,85,Boston Red Sox
1971,CAL,162,N,76,California Angels
1971,CHA,162,N,79,Chicago White Sox
1971,CHN,162,N,83,Chicago Cubs
1971,CIN,162,N,79,Cincinnati Reds
1971,CLE,162,N,60,Cleveland Indians
1971,DET,162,N,91,Detroit Tigers
1971,HOU,162,N,79,Houston Astros
1971,KCA,161,N,85,Kansas City Royals
1971,LAN,162,N,89,Los Angeles Dodgers
1971,MIN,160,N,74,Minnesota Twins
1971,ML4,161,N,69,Milwaukee Brewers
1971,MON,162,N,71,Montreal Expos
1971,NYA,162,N,82,New York Yankees
1971,NYN,162,N,83,New York Mets
1971,OAK,161,N,101,Oakland Athletics
1971,PHI,162,N,67,Philadelphia Phillies
1971,PIT,162,Y,97,Pittsburgh Pirates
1971,SDN,161,N,61,San Diego Padres
1971,SFN,162,N,90,San Francisco Giants
1971,SLN,163,N,90,St. Louis Cardinals
1971,WS2,159,N,63,Washington Senators
1972,ATL,155,N,70,Atlanta Braves
1972,BAL,154,N,80,Baltimore Orioles
1972,BOS,155,N,85,Boston Red Sox
1972,CAL,155,N,75,California Angels
1972,CHA,154,N,87,Chicago White Sox
1972,CHN,156,N,85,Chicago Cubs
1972,CIN,154,N,95,Cincinnati Reds
1972,CLE,156,N,72,Cleveland Indians
1972,DET,156,N,86,Detroit Tigers
1972,HOU,153,N,84,Houston Astros
1972,KCA,154,N,76,Kansas City Royals
1972,LAN,155,N,85,Los Angeles Dodgers
1972,MIN,154,N,77,Minnesota Twins
1972,ML4,156,N,65,Milwaukee Brewers
1972,MON,156,N,70,Montreal Expos
1972,NYA,155,N,79,New York Yankees
1972,NYN,156,N,83,New York Mets
1972,OAK,155,Y,93,Oakland Athletics
1972,PHI,156,N,59,Philadelphia Phillies
1972,PIT,155,N,96,Pittsburgh Pirates
1972,SDN,153,N,58,San Diego Padres
1972,SFN,155,N,69,San Francisco Giants
1972,SLN,156,N,75,St. Louis Cardinals
1972,TEX,154,N,54,Texas Rangers
1973,ATL,162,N,76,Atlanta Braves
1973,BAL,162,N,97,Baltimore Orioles
1973,BOS,162,N,89,Boston Red Sox
1973,CAL,162,N,79,California Angels
1973,CHA,162,N,77,Chicago White Sox
1973,CHN,161,N,77,Chicago Cubs
1973,CIN,162,N,99,Cincinnati Reds
1973,CLE,162,N,71,Cleveland Indians
1973,DET,162,N,85,Detroit Tigers
1973,HOU,162,N,82,Houston Astros
1973,KCA,162,N,88,Kansas City Royals
1973,LAN,162,N,95,Los Angeles Dodgers
1973,MIN,162,N,81,Minnesota Twins
1973,ML4,162,N,74,Milwaukee Brewers
1973,MON,162,N,79,Montreal Expos
1973,NYA,162,N,80,New York Yankees
1973,NYN,161,N,82,New York Mets
1973,OAK,162,Y,94,Oakland Athletics
1973,PHI,162,N,71,Philadelphia Phillies
1973,PIT,162,N,80,Pittsburgh Pirates
1973,SDN,162,N,60,San Diego Padres
1973,SFN,162,N,88,San Francisco Giants
1973,SLN,162,N,81,St. Louis Cardinals
1973,TEX,162,N,57,Texas Rangers
1974,ATL,163,N,88,Atlanta Braves
1974,BAL,162,N,91,Baltimore Orioles
1974,BOS,162,N,84,Boston Red Sox
1974,CAL,163,N,68,California Angels
1974,CHA,163,N,80,Chicago White Sox
1974,CHN,162,N,66,Chicago Cubs
1974,CIN,163,N,98,Cincinnati Reds
1974,CLE,162,N,77,Cleveland Indians
1974,DET,162,N,72,Detroit Tigers
1974,HOU,162,N,81,Houston Astros
1974,KCA,162,N,77,Kansas City Royals
1974,LAN,162,N,102,Los Angeles Dodgers
1974,MIN,163,N,82,Minnesota Twins
1974,ML4,162,N,76,Milwaukee Brewers
1974,MON,161,N,79,Montreal Expos
1974,NYA,162,N,89,New York Yankees
1974,NYN,162,N,71,New York Mets
1974,OAK,162,Y,90,Oakland Athletics
1974,PHI,162,N,80,Philadelphia Phillies
1974,PIT,162,N,88,Pittsburgh Pirates
1974,SDN,162,N,60,San Diego Padres
1974,SFN,162,N,72,San Francisco Giants
1974,SLN,161,N,86,St. Louis Cardinals
1974,TEX,161,N,84,Texas Rangers
1975,ATL,161,N,67,Atlanta Braves
1975,BAL,159,N,90,Baltimore Orioles
1975,BOS,160,N,95,Boston Red Sox
1975,CAL,161,N,72,California Angels
1975,CHA,161,N,75,Chicago White Sox
1975,CHN,162,N,75,Chicago Cubs
1975,CIN,162,Y,108,Cincinnati Reds
1975,CLE,159,N,79,Cleveland Indians
1975,DET,159,N,57,Detroit Tigers
1975,HOU,162,N,64,Houston Astros
1975,KCA,162,N,91,Kansas City Royals
1975,LAN,162,N,88,Los Angeles Dodgers
1975,MIN,159,N,76,Minnesota Twins
1975,ML4,162,N,68,Milwaukee Brewers
1975,MON,162,N,75,Montreal Expos
1975,NYA,160,N,83,New York Yankees
1975,NYN,162,N,82,New York Mets
1975,OAK,162,N,98,Oakland Athletics
1975,PHI,162,N,86,Philadelphia Phillies
1975,PIT,161,N,92,Pittsburgh Pirates
1975,SDN,162,N,71,San Diego Padres
1975,SFN,161,N,80,San Francisco Giants
1975,SLN,163,N,82,St. Louis Cardinals
1975,TEX,162,N,79,Texas Rangers
1976,ATL,162,N,70,Atlanta Braves
1976,BAL,162,N,88,Baltimore Orioles
1976,BOS,162,N,83,Boston Red Sox
1976,CAL,162,N,76,California Angels
1976,CHA,161,N,64,Chicago White Sox
1976,CHN,162,N,75,Chicago Cubs
1976,CIN,162,Y,102,Cincinnati Reds
1976,CLE,159,N,81,Cleveland Indians
1976,DET,161,N,74,Detroit Tigers
1976,HOU,162,N,80,Houston Astros
1976,KCA,162,N,90,Kansas City Royals
1976,LAN,162,N,92,Los Angeles Dodgers
1976,MIN,162,N,85,Minnesota Twins
1976,ML4,161,N,66,Milwaukee Brewers
1976,MON,162,N,55,Montreal Expos
1976,NYA,159,N,97,New York Yankees
1976,NYN,162,N,86,New York Mets
1976,OAK,161,N,87,Oakland Athletics
1976,PHI,162,N,101,Philadelphia Phillies
1976,PIT,162,N,92,Pittsburgh Pirates
1976,SDN,162,N,73,San Diego Padres
1976,SFN,162,N,74,San Francisco Giants
1976,SLN,162,N,72,St. Louis Cardinals
1976,TEX,162,N,76,Texas Rangers
1977,ATL,162,N,61,Atlanta Braves
1977,BAL,161,N,97,Baltimore Orioles
1977,BOS,161,N,97,Boston Red Sox
1977,CAL,162,N,74,California Angels
1977,CHA,162,N,90,Chicago White Sox
1977,CHN,162,N,81,Chicago Cubs
1977,CIN,162,N,88,Cincinnati Reds
1977,CLE,161,N,71,Cleveland Indians
1977,DET,162,N,74,Detroit Tigers
1977,HOU,162,N,81,Houston Astros
1977,KCA,162,N,102,Kansas City Royals
1977,LAN,162,N,98,Los Angeles Dodgers
1977,MIN,161,N,84,Minnesota Twins
1977,ML4,162,N,67,Milwaukee Brewers
1977,MON,162,N,75,Montreal Expos
1977,NYA,162,Y,100,New York Yankees
1977,NYN,162,N,64,New York Mets
1977,OAK,161,N,63,Oakland Athletics
1977,PHI,162,N,101,Philadelphia Phillies
1977,PIT,162,N,96,Pittsburgh Pirates
1977,SDN,162,N,69,San Diego Padres
1977,SEA,162,N,64,Seattle Mariners
1977,SFN,162,N,75,San Francisco Giants
1977,SLN,162,N,83,St. Louis Cardinals
1977,TEX,162,N,94,Texas Rangers
1977,TOR,161,N,54,Toronto Blue Jays
1978,ATL,162,N,69,Atlanta Braves
1978,BAL,161,N,90,Baltimore Orioles
1978,BOS,163,N,99,Boston Red Sox
1978,CAL,162,N,87,California Angels
1978,CHA,161,N,71,Chicago White Sox
1978,CHN,162,N,79,Chicago Cubs
1978,CIN,161,N,92,Cincinnati Reds
1978,CLE,159,N,69,Cleveland Indians
1978,DET,162,N,86,Detroit Tigers
1978,HOU,162,N,74,Houston Astros
1978,KCA,162,N,92,Kansas City Royals
1978,LAN,162,N,95,Los Angeles Dodgers
1978,MIN,162,N,73,Minnesota Twins
1978,ML4,162,N,93,Milwaukee Brewers
1978,MON,162,N,76,Montreal Expos
1978,NYA,163,Y,100,New York Yankees
1978,NYN,162,N,66,New York Mets
1978,OAK,162,N,69,Oakland Athletics
1978,PHI,162,N,90,Philadelphia Phillies
1978,PIT,161,N,88,Pittsburgh Pirates
1978,SDN,162,N,84,San Diego Padres
1978,SEA,160,N,56,Seattle Mariners
1978,SFN,162,N,89,San Francisco Giants
1978,SLN,162,N,69,St. Louis Cardinals
1978,TEX,162,N,87,Texas Rangers
1978,TOR,161,N,59,Toronto Blue Jays
1979,ATL,160,N,66,Atlanta Braves
1979,BAL,159,N,102,Baltimore Orioles
1979,BOS,160,N,91,Boston Red Sox
1979,CAL,162,N,88,California Angels
1979,CHA,159,N,73,Chicago White Sox
1979,CHN,162,N,80,Chicago Cubs
1979,CIN,161,N,90,Cincinnati Reds
1979,CLE,161,N,81,Cleveland Indians
1979,DET,160,N,85,Detroit Tigers
1979,HOU,162,N,89,Houston Astros
1979,KCA,162,N,85,Kansas City Royals
1979,LAN,162,N,79,Los Angeles Dodgers
1979,MIN,162,N,82,Minnesota Twins
1979,ML4,161,N,95,Milwaukee Brewers
1979,MON,160,N,95,Montreal Expos
1979,NYA,160,N,89,New York Yankees
1979,NYN,163,N,63,New York Mets
1979,OAK,162,N,54,Oakland Athletics
1979,PHI,163,N,84,Philadelphia Phillies
1979,PIT,163,Y,98,Pittsburgh Pirates
1979,SDN,161,N,68,San Diego Padres
1979,SEA,162,N,67,Seattle Mariners
1979,SFN,162,N,71,San Francisco Giants
1979,SLN,163,N,86,St. Louis Cardinals
1979,TEX,162,N,83,Texas Rangers
1979,TOR,162,N,53,Toronto Blue Jays
1980,ATL,161,N,81,Atlanta Braves
1980,BAL,162,N,100,Baltimore Orioles
1980,BOS,160,N,83,Boston Red Sox
1980,CAL,160,N,65,California Angels
1980,CHA,162,N,70,Chicago White Sox
1980,CHN,162,N,64,Chicago Cubs
1980,CIN,163,N,89,Cincinnati Reds
1980,CLE,160,N,79,Cleveland Indians
1980,DET,163,N,84,Detroit Tigers
1980,HOU,163,N,93,Houston Astros
1980,KCA,162,N,97,Kansas City Royals
1980,LAN,163,N,92,Los Angeles Dodgers
1980,MIN,161,N,77,Minnesota Twins
1980,ML4,162,N,86,Milwaukee Brewers
1980,MON,162,N,90,Montreal Expos
1980,NYA,162,N,103,New York Yankees
1980,NYN,162,N,67,New York Mets
1980,OAK,162,N,83,Oakland Athletics
1980,PHI,162,Y,91,Philadelphia Phillies
1980,PIT,162,N,83,Pittsburgh Pirates
1980,SDN,163,N,73,San Diego Padres
1980,SEA,163,N,59,Seattle Mariners
1980,SFN,161,N,75,San Francisco Giants
1980,SLN,162,N,74,St. Louis Cardinals
1980,TEX,163,N,76,Texas Rangers
1980,TOR,162,N,67,Toronto Blue Jays
1981,ATL,107,N,50,Atlanta Braves
1981,BAL,105,N,59,Baltimore Orioles
1981,BOS,108,N,59,Boston Red Sox
1981,CAL,110,N,51,California Angels
1981,CHA,106,N,54,Chicago White Sox
1981,CHN,106,N,38,Chicago Cubs
1981,CIN,108,N,66,Cincinnati Reds
1981,CLE,103,N,52,Cleveland Indians
1981,DET,109,N,60,Detroit Tigers
1981,HOU,110,N,61,Houston Astros
1981,KCA,103,N,50,Kansas City Royals
1981,LAN,110,Y,63,Los Angeles Dodgers
1981,MIN,110,N,41,Minnesota Twins
1981,ML4,109,N,62,Milwaukee Brewers
1981,MON,108,N,60,Montreal Expos
1981,NYA,107,N,59,New York Yankees
1981,NYN,105,N,41,New York Mets
1981,OAK,109,N,64,Oakland Athletics
1981,PHI,107,N,59,Philadelphia Phillies
1981,PIT,103,N,46,Pittsburgh Pirates
1981,SDN,110,N,41,San Diego Padres
1981,SEA,110,N,44,Seattle Mariners
1981,SFN,111,N,56,San Francisco Giants
1981,SLN,103,N,59,St. Louis Cardinals
1981,TEX,105,N,57,Texas Rangers
1981,TOR,106,N,37,Toronto Blue Jays
1982,ATL,162,N,89,Atlanta Braves
1982,BAL,163,N,94,Baltimore Orioles
1982,BOS,162,N,89,Boston Red Sox
1982,CAL,162,N,93,California Angels
1982,CHA,162,N,87,Chicago White Sox
1982,CHN,162,N,73,Chicago Cubs
1982,CIN,162,N,61,Cincinnati Reds
1982,CLE,162,N,78,Cleveland Indians
1982,DET,162,N,83,Detroit Tigers
1982,HOU,162,N,77,Houston Astros
1982,KCA,162,N,90,Kansas City Royals
1982,LAN,162,N,88,Los Angeles Dodgers
1982,MIN,162,N,60,Minnesota Twins
1982,ML4,163,N,95,Milwaukee Brewers
1982,MON,162,N,86,Montreal Expos
